1204,1377986401,18.453,1,0,0,28
2920,1377986402,472.179,1,10,0,28
4627,1377986403,471.44,1,0,0,28
6353,1377986404,7856.678,1,10,0,28
7833,1377986405,4203.698,1,0,0,28
9209,1377986406,4163.392,1,1,0,28
11039,1377986407,4167.724,1,0,0,28
13015,1377986408,4192.07,1,10,0,28
14727,1377986409,4191.719999999999,1,0,0,28
16423,1377986410,7849.639999999999,1,10,0,28
17939,1377986411,4183.882,1,0,0,28
19613,1377986412,4183.386,1,1,0,28
21467,1377986413,4179.351,1,1,0,28
22791,1377986414,4132.084,1,10,0,28
24473,1377986415,4131.701,1,0,0,28
26205,1377986416,7829.157,1,10,0,28
27735,1377986417,4235.661,1,0,0,28
29401,1377986418,4238.066,1,0,0,28
31263,1377986419,4234.018,1,0,0,28
32917,1377986420,4594.3460000000005,1,10,0,28
34741,1377986421,4233.0,1,0,0,28
36473,1377986422,7721.169,1,10,0,28
38001,1377986423,4129.119,1,0,0,28
39729,1377986424,4209.969,1,10,0,28
41139,1377986425,4151.8589999999995,1,0,0,28
42479,1377986426,4174.391,1,10,0,28
44359,1377986427,4173.527,1,0,0,28
46123,1377986428,4579.465,1,10,0,28
47687,1377986429,4220.224999999999,1,0,0,28
48971,1377986430,4200.28,1,1,0,28
50805,1377986431,4198.226,1,0,0,28
52675,1377986432,7625.1849999999995,1,10,0,28
54555,1377986433,4083.741,1,0,0,28
56319,1377986434,4518.446000000001,1,10,0,28
58035,1377986435,4187.456,1,0,0,28
59323,1377986436,4137.678,1,1,0,28
60999,1377986437,4125.556,1,1,0,28
62781,1377986438,4192.253,1,10,0,28
64343,1377986439,4192.498,1,0,0,28
66091,1377986440,4264.398999999999,1,10,0,28
67979,1377986441,4263.878,1,0,0,28
69449,1377986442,4634.5470000000005,1,0,0,28
71177,1377986443,4271.912,1,1,0,28
72797,1377986444,4177.209,1,10,0,28
74645,1377986445,4177.209,1,0,0,28
76517,1377986446,7741.477,1,10,0,28
78091,1377986447,4121.866,1,0,0,28
79393,1377986448,4113.511,1,0,0,28
80965,1377986449,4109.7,1,1,0,28
82715,1377986450,4113.846,1,10,0,28
84899,1377986451,4141.451,1,0,0,28
86447,1377986452,7717.794,1,0,0,28
87983,1377986453,4107.907,1,1,0,28
89597,1377986454,4105.460999999999,1,10,0,28
91301,1377986455,4105.621,1,0,0,28
92913,1377986456,4200.918,1,10,0,28
94627,1377986457,4201.674,1,0,0,28
96067,1377986458,4260.965,1,0,0,28
97743,1377986459,4257.559,1,0,0,28
99697,1377986460,4189.581,1,10,0,28
101425,1377986461,4187.34,1,0,0,28
103081,1377986462,4121.624,1,10,0,28
104799,1377986463,4122.878,1,0,0,28
106225,1377986464,4192.517,1,1,0,28
107921,1377986465,4186.546,1,0,0,28
109843,1377986466,4113.023999999999,1,10,0,28
111527,1377986467,4093.0080000000003,1,0,0,28
113025,1377986468,4105.691000000001,1,10,0,28
114713,1377986469,4105.301,1,0,0,28
116007,1377986470,4191.556,1,1,0,28
117541,1377986471,4178.654,1,0,0,28
119463,1377986472,4180.195000000001,1,10,0,28
121299,1377986473,4192.08,1,0,0,28
122639,1377986474,4175.741,1,2,0,28
124343,1377986475,4164.147,1,0,0,28
125951,1377986476,4221.746999999999,1,1,0,28
127643,1377986477,4207.282999999999,1,1,0,28
129717,1377986478,4192.4929999999995,1,10,0,28
131399,1377986479,4181.946,1,0,0,28
132709,1377986480,4153.981,1,2,0,28
134449,1377986481,4178.063,1,0,0,28
136021,1377986482,4223.378000000001,1,0,0,28
137745,1377986483,4221.759,1,1,0,28
139661,1377986484,4157.769,1,10,0,28
141487,1377986485,4166.976,1,0,0,28
143223,1377986486,4265.897,1,10,0,28
144795,1377986487,4261.352,1,0,0,28
146085,1377986488,4255.909,1,0,0,28
147787,1377986489,4249.69,1,10,0,28
149287,1377986490,4162.994,1,1,0,28
151079,1377986491,4164.808,1,0,0,28
152879,1377986492,4242.848,1,1,0,28
